date,invoice_id,branch,city,customer_type,gender,product_line,unit_price
2019-01-31,286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08
2019-01-31,366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35
2019-01-31,525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13
2019-01-31,834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43.0
2019-01-31,525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82
2019-01-31,187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77
2019-01-31,532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93
2019-01-31,522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34
2019-01-31,457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87
2019-02-01,551-21-3069,C,Naypyitaw,Normal,Female,Electronic accessories,23.07
2019-02-01,237-01-6122,C,Naypyitaw,Member,Female,Home and lifestyle,80.79
2019-02-01,358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48
2019-02-01,105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52
2019-02-01,870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23
2019-02-01,443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68
2019-02-02,541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97
2019-02-02,418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56
2019-02-02,405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13
2019-02-02,717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49
2019-02-02,390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42
2019-02-02,201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26
2019-02-02,756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35
2019-02-02,420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52
2019-02-02,642-32-2990,A,Yangon,Normal,Female,Food and beverages,10.96
2019-02-02,845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55
2019-02-02,376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42
2019-02-02,382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33
2019-02-02,554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11
2019-02-02,376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87
2019-02-03,676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78
2019-02-03,443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45
2019-02-03,326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4
2019-02-03,585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28
2019-02-03,277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97
2019-02-03,322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97
2019-02-03,742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78
2019-02-03,347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07
2019-02-03,718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33
2019-02-03,190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16
2019-02-03,326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95
2019-02-03,639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52
2019-02-03,430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88
2019-02-03,566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02
2019-02-04,151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77
2019-02-04,745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22
2019-02-04,627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68
2019-02-04,518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63
2019-02-04,434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34
2019-02-04,404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58
2019-02-04,695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06
2019-02-04,268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85
2019-02-04,198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04
2019-02-04,441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95
2019-02-04,236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98
2019-02-05,338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.6
2019-02-05,324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89
2019-02-05,181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33
2019-02-05,307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62
2019-02-05,325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9
2019-02-05,210-67-5886,C,Naypyitaw,Member,Female,Health and beauty,98.21
2019-02-05,880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2
2019-02-05,479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.49
2019-02-05,729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91
2019-02-05,409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27
2019-02-05,374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82
2019-02-05,210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24
2019-02-06,811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45
2019-02-06,149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5
2019-02-06,351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.48
2019-02-06,471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42
2019-02-06,727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01
2019-02-06,595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98
2019-02-06,258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68
2019-02-06,875-46-5808,B,Mandalay,Member,Male,Health and beauty,25.9
2019-02-06,609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44
2019-02-06,857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95
2019-02-06,373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81
2019-02-06,183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42
2019-02-06,512-91-0811,C,Naypyitaw,Normal,Male,Health and beauty,89.75
2019-02-07,560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58
2019-02-07,430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02
2019-02-07,641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46
2019-02-07,214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48
2019-02-07,114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91
2019-02-07,374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71
2019-02-07,453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12
2019-02-07,648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95
2019-02-07,635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6
2019-02-07,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94
2019-02-07,784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17
2019-02-07,744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13
2019-02-07,810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86
2019-02-07,827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36
2019-02-07,583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67
2019-02-07,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02
2019-02-07,626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41
2019-02-07,252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19
2019-02-07,421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96
2019-02-07,533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39
2019-02-08,756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7
2019-02-08,815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97
2019-02-08,181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37
2019-02-08,830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75
2019-02-08,440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15
2019-02-08,549-84-7482,B,Mandalay,Normal,Female,Sports and travel,90.28
2019-02-08,373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31
2019-02-08,649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52
2019-02-08,687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98
2019-02-08,732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47
2019-02-08,271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21
2019-02-08,354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12
2019-02-09,727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84
2019-02-09,450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61
2019-02-09,747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27
2019-02-09,746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58
2019-02-09,871-39-9221,C,Naypyitaw,Normal,Female,Electronic accessories,12.45
2019-02-09,428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08
2019-02-09,602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95
2019-02-09,146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04
2019-02-09,200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91
2019-02-09,130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26
2019-02-09,866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4
2019-02-09,447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24
2019-02-09,509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97
2019-02-10,669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93
2019-02-10,559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65
2019-02-10,162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59
2019-02-10,196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38
2019-02-10,838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47
2019-02-10,400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07
2019-02-10,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09
2019-02-10,695-51-0018,B,Mandalay,Normal,Female,Sports and travel,34.84
2019-02-10,685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14
2019-02-10,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13
2019-02-10,448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91
2019-02-11,418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09
2019-02-11,401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69
2019-02-11,796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12
2019-02-11,531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08
2019-02-11,866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2
2019-02-11,284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04
2019-02-11,534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76
2019-02-11,842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2
2019-02-12,365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95
2019-02-12,549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87
2019-02-12,287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43
2019-02-12,373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63
2019-02-12,528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48
2019-02-12,641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1
2019-02-12,885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35
2019-02-12,305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38
2019-02-13,173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18
2019-02-13,139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51
2019-02-13,151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25
2019-02-13,339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98
2019-02-13,563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82
2019-02-13,549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87
2019-02-13,388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69
2019-02-13,767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56
2019-02-14,174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37
2019-02-14,150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65
2019-02-14,109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08
2019-02-14,235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66
2019-02-14,638-60-7125,A,Yangon,Normal,Female,Electronic accessories,99.56
2019-02-14,853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74
2019-02-14,545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32
2019-02-14,528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3
2019-02-15,556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64
2019-02-15,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48
2019-02-15,233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84
2019-02-15,710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4
2019-02-15,246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8
2019-02-15,305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1
2019-02-15,860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3
2019-02-15,136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96
2019-02-15,431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25
2019-02-15,497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94
2019-02-15,152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2
2019-02-15,321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31
2019-02-15,234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59
2019-02-15,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9
2019-02-15,227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84
2019-02-15,400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55
2019-02-15,394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77
2019-02-15,285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74
2019-02-15,372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26
2019-02-16,873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82
2019-02-16,273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05
2019-02-16,133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18
2019-02-16,241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91
2019-02-16,598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35
2019-02-16,587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79
2019-02-16,895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51
2019-02-16,408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71
2019-02-17,420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39
2019-02-17,803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79
2019-02-17,788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38
2019-02-17,636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56
2019-02-17,389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81
2019-02-17,827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09
2019-02-17,612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96
2019-02-17,131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09
2019-02-17,590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45
2019-02-17,201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99
2019-02-17,123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66
2019-02-17,785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74
2019-02-17,634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9
2019-02-18,597-78-7908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22
2019-02-18,354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42
2019-02-18,849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34
2019-02-18,764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76
2019-02-18,278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48
2019-02-18,652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95
2019-02-18,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07
2019-02-19,409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48
2019-02-19,384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66
2019-02-19,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08
2019-02-19,886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89
2019-02-19,183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63
2019-02-19,272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24
2019-02-19,868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58
2019-02-19,629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8
2019-02-19,449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79
2019-02-20,498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68
2019-02-20,458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3
2019-02-20,848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27
2019-02-20,782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29
2019-02-20,546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69
2019-02-20,311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99
2019-02-20,779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74
2019-02-20,725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32
2019-02-20,548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9
2019-02-20,692-92-5582,B,Mandalay,Member,Female,Food and beverages,54.84
2019-02-21,279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54
2019-02-21,389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66
2019-02-21,714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8
2019-02-21,269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82
2019-02-21,319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64
2019-02-21,503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91
2019-02-22,743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49
2019-02-22,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75
2019-02-22,777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97
2019-02-22,582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31
2019-02-22,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44
2019-02-22,807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42
2019-02-22,488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41
2019-02-22,690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49
2019-02-22,347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82
2019-02-22,864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49
2019-02-22,838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73
2019-02-23,396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96
2019-02-23,787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36
2019-02-23,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97
2019-02-23,729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89
2019-02-23,695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79
2019-02-23,831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59
2019-02-23,274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47
2019-02-23,503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39
2019-02-24,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95
2019-02-24,380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26
2019-02-24,516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16
2019-02-24,242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77
2019-02-24,740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74
2019-02-24,186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68
2019-02-24,365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43
2019-02-24,315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56
2019-02-24,803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73
2019-02-25,300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04
2019-02-25,871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13
2019-02-25,459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6
2019-02-25,574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85
2019-02-25,608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75
2019-02-25,355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84
2019-02-25,719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41
2019-02-25,275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69
2019-02-25,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05
2019-02-25,834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04
2019-02-25,502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18
2019-02-25,866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79
2019-02-25,511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45
2019-02-25,505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57
2019-02-25,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61
2019-02-25,636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57
2019-02-26,154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45
2019-02-26,477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71
2019-02-26,702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61
2019-02-26,466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7
2019-02-26,437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89
2019-02-26,649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93
2019-02-26,491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45
2019-02-26,707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54
2019-02-26,518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6
2019-02-27,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27
2019-02-27,105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48
2019-02-27,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5
2019-02-27,250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69
2019-02-27,135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93
2019-02-27,605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47
2019-02-27,318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99
2019-02-27,191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77
2019-02-27,665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42
2019-02-27,243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44
2019-02-27,263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6
2019-02-27,370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69
2019-02-27,250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85
2019-02-27,759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87
2019-02-28,709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09
2019-02-28,399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98
2019-02-28,786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62
2019-02-28,635-28-5728,A,Yangon,Normal,Male,Health and beauty,56.0
2019-02-28,142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2
2019-02-28,291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3
2019-03-01,220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73
2019-03-01,470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82
2019-03-01,811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48
2019-03-01,207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51
2019-03-01,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5
2019-03-01,339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31
2019-03-01,238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72
2019-03-01,247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32
2019-03-01,189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,78.55
2019-03-01,153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89
2019-03-02,346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22
2019-03-02,860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47
2019-03-02,408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98
2019-03-02,303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38
2019-03-02,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0
2019-03-02,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39
2019-03-02,640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39
2019-03-02,576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41
2019-03-02,878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55
2019-03-02,720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52
2019-03-02,825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31
2019-03-02,817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,99.73
2019-03-02,172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27
2019-03-02,549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63
2019-03-02,225-98-1496,C,Naypyitaw,Normal,Female,Fashion accessories,27.02
2019-03-02,636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26
2019-03-02,607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49
2019-03-02,725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6
2019-03-03,324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2
2019-03-03,211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92
2019-03-03,610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95
2019-03-03,651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41
2019-03-03,733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85
